Date,Min Temp,Max Temp,Humidity,Precipitation
16-09-2012,26.4,32.4,91,19
18-09-2012,27,33.6,87,2
25-09-2012,25.6,34.2,75,0
12-10-2012,25,31.6,85,6
24-10-2012,21.4,31,74,0
28-10-2012,20,31,70,0
29-10-2012,21,31,71,0
02-11-2012,24,30,86,0.5
14-11-2012,19,29,77,0
24-11-2012,18,29,81,0
30-11-2012,15,27,71,0
06-12-2012,14.4,28,67,0
11-12-2012,17,27.4,91,1.5
12-12-2012,18.8,26.4,90,3
21-12-2012,14,24,80,0
24-12-2012,13,19,82,0
02-01-2013,13,26,67,0
07-01-2013,15,20,78,0.5
08-01-2013,11,20,60,0
15-01-2013,13,27,75,0
21-01-2013,15,24,68,0
23-01-2013,13,24.2,60,0
31-01-2013,12,27,59,0
06-04-2013,26.4,38,40,0
11-04-2013,24.2,38,66,1.5
26-04-2013,27,37,68,0.5
02-05-2013,29,37,74,0
03-05-2013,27,36,65,0
17-05-2013,25,36,76,0
20-05-2013,25.5,35.4,79,0
23-05-2013,26,35,86,0
27-05-2013,26,34,78,0
11-06-2013,26,33,85,8
29-06-2013,26,31,85,16
03-07-2013,28,33,84,6.5
28-07-2013,26,31,91,36.5
02-08-2013,26.6,34.2,79,3
17-08-2013,27,33,84,7.5
20-08-2013,25,26.6,95,37.5
21-08-2013,25.8,29,91,17.5
23-08-2013,26,34,80,0
11-09-2013,26,33,81,1
16-09-2013,26.8,35,79,1
17-09-2013,27,33,87,15
18-09-2013,26,32.4,88,15.5
23-09-2013,27,35,75,0
28-09-2013,26,31,90,14
04-10-2013,25,29.6,89,6
31-10-2012,21,32,75,0
26-11-2012,15,28,70,0
28-11-2012,14.6,27,72,0
08-12-2012,13,28,67,0
10-12-2012,14,29,78,0
20-12-2012,14.8,25,75,0
25-12-2012,11,20,79,0
11-01-2013,9.8,23,68,0
16-01-2013,14,27,76,0
17-01-2013,14,29,73,0
29-01-2013,10.6,25,61,0
04-02-2013,15.6,29,68,0
11-02-2013,13,28,52,0
16-02-2013,19,25,62,0.5
23-02-2013,17,32,54,0
24-02-2013,18,33,53,0
01-03-2013,19,30,46,0
16-03-2013,25,36,61,0.5
02-04-2013,26,37,69,0
08-04-2013,26,39,55,0
13-04-2013,27.2,38.2,54,0
14-04-2013,26,36,55,0
13-05-2013,23,35,78,0
19-05-2013,24,36,80,0
26-05-2013,28,34,79,1.5
28-05-2013,25,31,85,7.5
14-06-2013,24.2,29,90,12.5
15-06-2013,26,30,88,4
16-06-2013,26.6,34,79,0
19-06-2013,27,33.2,83,4.5
21-06-2013,26,36,77,15.5
23-06-2013,27,33.8,85,0.5
25-06-2013,27,30.4,89,6.5
26-06-2013,26,33,85,1
07-07-2013,28,36,75,0.5
09-07-2013,28,35.6,75,1
10-07-2013,26.8,34.4,83,4.5
13-07-2013,26,31.2,87,9.5
15-07-2013,27.6,33.8,81,1
10-08-2013,26,31,89,11
24-08-2013,28,35.2,78,7
27-08-2013,24.6,31,91,42.5
29-08-2013,26,32,86,0
31-08-2013,28,34.4,82,2
05-09-2013,28.6,35,76,1.5
14-09-2013,27,31,84,6.5
20-09-2013,26,32,86,3
26-09-2013,27,32,84,22.5
01-10-2013,25,29.6,92,19.5
14-02-2013,17,30.2,53,0
19-02-2013,15,26,68,0
26-02-2013,20,31,59,0
02-03-2013,17,30,53,0
06-03-2013,21,34,50,0
09-03-2013,22,34,51,0
17-03-2013,21,33,63,3
23-03-2013,26,35,69,1
07-04-2013,26,38,42,0
17-04-2013,20.4,35,72,0.5
20-04-2013,21,32,68,11.5
25-04-2013,24.6,36,71,0.5
08-05-2013,29,35.4,76,0
10-05-2013,29,37,75,0
25-05-2013,26,34.4,82,0.5
29-05-2013,25,27,92,4.5
06-06-2013,28,36,75,4.5
13-06-2013,26,32,84,9
22-06-2013,27,34.6,85,9.5
01-07-2013,26.6,32.4,84,1.5
16-07-2013,27,33.4,81,2.5
27-07-2013,26,29,91,6.5
01-08-2013,25,32.4,83,5.5
05-08-2013,27,33.4,83,3
12-08-2013,25,31,86,10.5
25-08-2013,27,36.2,81,3
10-09-2013,26.6,30.4,85,17.5
25-09-2013,28,35.4,77,11
29-09-2013,25,30,90,15
30-09-2013,24.8,27.2,94,16.5
03-11-2012,22.8,27,91,12.5
07-11-2012,23,29,89,0.5
11-11-2012,18.8,28,77,0
05-12-2012,14,28,69,0
01-01-2013,11.5,26,70,0
10-01-2013,8,22,67,0
26-01-2013,9.8,24,59,0
25-02-2013,19.8,31,54,0
27-02-2013,19,31,55,0
15-03-2013,25,34,72,0
26-03-2013,25,38,52,0
11-05-2013,26,37,75,0
02-06-2013,27,36.6,74,0.5
03-06-2013,27,36.8,72,0
04-06-2013,28,37,71,0
05-06-2013,28,37,70,0
30-06-2013,25,28,94,22
04-07-2013,27,34.4,77,3.5
18-07-2013,27,33,84,1
07-08-2013,26,30.2,89,8.5
26-08-2013,25,35,85,2
21-09-2013,26,32.2,84,4
28-10-2013,21,32,82,0
08-10-2013,25,31,91,7.5
10-10-2013,24.4,33,79,0
19-10-2013,25.8,32.6,84,1
20-10-2013,24,32.6,85,4.5
26-10-2013,21.8,25,95,133.5
18-11-2013,18,29,66,0
21-11-2013,16,28,66,0
27-11-2013,17,29,73,0
06-12-2013,15.8,27.4,64,0
07-12-2013,16,27,70,0
22-12-2013,15,27.6,75,0
25-12-2013,13,22.4,77,0
27-12-2013,11,25,73,0
30-12-2013,11,24,72,0
07-01-2014,13,24,76,0
11-01-2014,12,26,73,0
17-01-2014,12.8,24,81,0
24-01-2014,14,26.4,76,0
14-02-2014,14,30,63,0
03-03-2014,18,29.5,67,0
12-03-2014,22,34.1,55,0
25-03-2014,22,33,75,0
27-03-2014,25.7,37.3,69,0
03-04-2014,26,36.5,75,2.5
08-04-2014,27,37.1,75,0.5
26-05-2014,25,32.2,88,6.5
31-05-2014,23,31,91,6.5
01-06-2014,23,32.1,80,66.5
21-06-2014,27,28.5,92,52
29-06-2014,26,34.4,89,29.5
19-07-2014,27.6,33.3,84,3
27-07-2014,27,32,86,2.5
06-08-2014,28,35,81,0.5
25-08-2014,26.3,34.7,80,3.5
31-08-2014,27,32.1,86,12
14-09-2014,27,34,79,1
20-09-2014,26,28,93,19
21-09-2014,26,28,93,17
25-09-2014,24.9,33.6,83,0
28-09-2014,28,36.1,67,0
01-10-2014,25,34,77,0
18-10-2014,24,32,73,0
21-10-2014,21,32.3,62,0
01-11-2014,22,31,72,0
06-11-2014,21,31,70,0
10-11-2014,23,32.1,64,0
11-11-2014,21,32,68,0
12-11-2014,22,32.1,66,0
26-11-2014,14,27.5,62,0
28-12-2014,12.2,23.3,71,0
05-01-2015,16,24.5,75,0
07-01-2015,13.6,24,74,0
13-01-2015,13,23.7,73,0
14-01-2015,14,24.5,74,0
20-01-2015,11,23,77,0
25-01-2015,16,26.7,70,0
26-01-2015,15,26.5,68,0
27-01-2015,15,26.7,69,0
22-03-2015,22,35,54,0
03-04-2015,26.6,37,65,0
07-04-2015,22,35,79,17.5
11-04-2015,27.2,36,70,0.5
16-04-2015,27,33,63,0
30-04-2015,26,35.2,74,5
03-05-2015,25,36,68,0.5
09-11-2013,20,30,70,0
16-11-2013,19,31.4,64,0
19-11-2013,17,29,70,0
22-11-2013,17,29,64,0
04-12-2013,17.6,28,70,0
10-01-2014,10,24.6,73,0
01-02-2014,13.6,27,72,0
05-02-2014,14,30,68,0
17-02-2014,15,24,76,5
18-02-2014,12,24,60,0
04-03-2014,20,29.5,61,0.5
07-03-2014,20,30.5,54,0
20-03-2014,24,34,46,0
02-04-2014,26,37.3,57,0
04-04-2014,25,32,70,0
05-04-2014,24,36.1,57,0
11-04-2014,26,38.3,55,0
23-04-2014,29,41,41,0
26-04-2014,28,40,70,0.5
14-05-2014,29,40,65,1
18-05-2014,28.4,40,63,0.5
19-05-2014,29,40.3,64,0
27-05-2014,25.6,29.3,92,13.5
02-06-2014,28,35,81,5.5
03-06-2014,27,33,83,4
04-06-2014,28.6,36.5,74,0.5
08-06-2014,28,36.7,75,1.5
14-06-2014,24,39,76,1
23-06-2014,28,35,83,3.5
25-06-2014,26,34.6,88,10
28-06-2014,27,35.1,84,3.5
30-06-2014,26,31.7,86,32
07-07-2014,28.4,34.3,79,1
20-07-2014,27.5,33,90,6
04-08-2014,26.6,32,89,3.5
14-08-2014,27,33,89,10
16-08-2014,25.6,32.3,88,24
17-08-2014,26,33,82,9
24-08-2014,26,34,80,1.5
02-09-2014,25.8,30,91,33
17-09-2014,27,35.3,75,0
19-09-2014,28,34,81,5
22-09-2014,26,32,88,13
03-10-2014,23.7,33.8,83,2.5
06-10-2014,26,34.2,73,0.5
07-10-2014,26,34,76,0.5
11-10-2014,26,30.8,87,8.5
26-10-2014,24,29,79,2.5
13-11-2014,20,31.2,61,0
24-11-2014,16,29,65,0
29-11-2014,15,29.1,67,0
15-12-2014,18,27.3,80,0
24-12-2014,12.4,25.3,69,0
01-01-2015,17.8,24.3,82,22.5
04-01-2015,20,25.5,84,0
18-01-2015,12,22,77,0
02-02-2015,12,25.3,63,0
04-03-2015,20,27.2,79,6
15-03-2015,24,35,52,0
17-03-2015,22,34.2,56,0
25-03-2015,24.8,35,72,1
04-05-2015,25,35,66,0
05-05-2015,28,37,66,0
11-05-2015,28,35.8,77,0.5
07-10-2013,25,31.6,89,29.5
11-10-2013,26,34,76,1.5
21-10-2013,23,30.2,89,8
22-10-2013,22.8,28,93,13.5
29-10-2013,23,32.2,80,0
30-10-2013,21,31.4,73,0
20-11-2013,16,28.2,69,0
09-12-2013,16,27,73,0
17-12-2013,12,27,71,0
18-12-2013,14,26.4,71,0
19-12-2013,13,26.2,75,0
01-01-2014,12,25.4,70,0
09-01-2014,9,24,67,0
15-01-2014,11.8,18,89,0
19-01-2014,14,28,72,0
26-01-2014,14,25.4,69,0
16-02-2014,18,20,91,33
27-02-2014,19,28.9,66,0
06-03-2014,18,30.3,62,0
18-03-2014,21,36.7,65,0
19-03-2014,23,35.9,61,0
23-03-2014,21,32.9,67,13.5
28-03-2014,27,37.3,58,0
15-04-2014,26,37.7,63,0
16-04-2014,26,39,58,0.5
22-04-2014,27,39.7,48,0
24-04-2014,29,40.5,49,0
22-05-2014,29,39.5,66,0
25-05-2014,26.8,33,84,25
29-05-2014,26,35.5,77,1.5
30-05-2014,28,37,75,1
18-06-2014,28,32.3,89,15
26-06-2014,27,32,86,18
27-06-2014,28,32,85,20
05-07-2014,27,31,88,8
11-07-2014,27,35,83,1
14-07-2014,28,33.3,88,3.5
17-07-2014,27.9,33,87,23
25-07-2014,26.6,34,81,10.5
07-08-2014,27.8,34,86,13
13-08-2014,26,34.2,86,9
01-09-2014,26,30,91,25
04-09-2014,26,33,86,3.5
07-09-2014,27,33.3,83,3.5
16-09-2014,27,34.7,79,2.5
24-09-2014,25.6,34.7,83,0
02-10-2014,26.6,35,76,0.5
13-10-2014,26.8,33.7,83,7.5
27-10-2014,23,27,79,0
02-12-2014,17,29,71,0
13-12-2014,14,24.3,75,0
10-01-2015,13,25,70,0
11-01-2015,12.8,18.9,83,0
12-01-2015,12,24,71,0
23-01-2015,13,27.4,66,0
01-02-2015,12,24.3,64,0
04-02-2015,14.6,31,63,0
14-02-2015,15,28.3,65,0
20-02-2015,21,32,68,0
24-02-2015,22,33,70,0
13-03-2015,19,33.2,53,0
20-03-2015,21,33,51,0
29-03-2015,24.6,34.4,72,12
15-04-2015,26,35,63,0
18-04-2015,26,35.4,65,0
31-10-2013,20,32.2,70,0
02-11-2013,20,31.6,67,0
03-11-2013,21,32.2,70,0
11-11-2013,20,29.6,65,0
12-11-2013,17,29.4,57,0
15-11-2013,18,30.2,66,0
17-11-2013,19,28.4,62,0
24-11-2013,18,29,67,0
30-11-2013,19,29,69,0
13-12-2013,14,27,65,0
23-12-2013,16,29,71,0
14-01-2014,14,23,83,0
20-01-2014,15,23.6,78,0
23-01-2014,12,27,64,0
31-01-2014,13,26,71,0
07-02-2014,16.4,31.6,60,0
09-02-2014,19,31,66,0
10-02-2014,18,28,64,0
19-02-2014,13.6,25.4,65,0
21-02-2014,15,28.4,69,0
25-02-2014,20,28.6,72,0
26-02-2014,19,30,67,0
11-03-2014,21,33.3,56,0
09-04-2014,28,36,69,1
25-04-2014,28,41,54,0
30-04-2014,26.8,38.7,68,0
01-05-2014,28,39,71,0
04-05-2014,22.8,34.9,76,1
07-05-2014,28,35.7,68,0.5
08-05-2014,28,37.9,68,4
09-05-2014,29,39.3,63,1.5
11-05-2014,27.4,36.1,66,0
16-05-2014,28,40.3,60,0
20-05-2014,28,41.3,65,0
15-06-2014,25,38,82,1
16-06-2014,25,37.7,76,11.5
15-07-2014,27.4,33,88,4.5
21-07-2014,26.8,30.5,89,2.5
24-07-2014,27,31,92,23
05-08-2014,26,33.7,85,4.5
12-08-2014,28,33.5,79,9
20-08-2014,25,33.7,87,12.5
23-08-2014,28,33.2,82,6
28-08-2014,27,33.3,82,7.5
29-08-2014,27,33,84,8.5
30-08-2014,26.6,33.1,80,0
09-09-2014,27,33,83,7.5
23-09-2014,26,33,82,0
27-09-2014,28,36,66,0
30-09-2014,25.8,34,82,0
04-10-2014,24.2,33.1,79,3.5
05-10-2014,26,34,78,1
08-10-2014,25,34,73,0
17-10-2014,24,32.9,78,0
31-10-2014,22,31,73,0
04-11-2014,22,31.3,70,0
08-11-2014,22,32,65,0
21-11-2014,17,29.5,70,0
22-11-2014,17,29,67,0
25-11-2014,15,28,63,0
27-11-2014,14,27.5,66,0
04-12-2014,15,30,77,0
10-12-2014,13,28.3,69,0
11-12-2014,15,25,78,0
13-05-2015,27,37,68,0
15-05-2015,27.4,37,71,1.5
17-05-2015,24.4,34.4,77,3.5
20-05-2015,28,34.8,79,1.5
21-05-2015,29,37.2,75,0.5
25-05-2015,27,37,77,0
02-06-2015,30,37,68,0
11-06-2015,23,37,79,12
12-06-2015,25.2,34.6,79,9.5
13-06-2015,25,31.4,88,11.5
08-07-2015,26,31,91,26.5
26-07-2015,25,31,86,22
28-07-2015,26,30,89,18.5
08-08-2015,27,34,75,0
11-08-2015,28,34,76,4
14-08-2015,27.4,35,80,6.5
24-08-2015,27,35,82,8.5
31-08-2015,26,33.2,89,24
02-09-2015,25,35,82,3.5
17-10-2015,24,32,77,0
19-10-2015,24.2,33,75,0
24-10-2015,23.4,33,59,0
30-10-2015,23.6,28.2,80,0.5
02-11-2015,22.6,30,79,0
09-11-2015,20.6,30,68,0
14-11-2015,20,32,63,0
18-12-2015,16.4,20.4,90,10.5
21-12-2015,12.6,24,72,0
31-12-2015,14.6,26,76,0
10-01-2016,17.4,25.8,60,0
11-01-2016,15.6,25.2,62,0
18-01-2016,18.4,26.2,65,0
24-01-2016,12.4,21.8,64,0
03-02-2016,21.5,27.6,72,0
04-02-2016,18.8,26.4,56,0
16-02-2016,24,30.8,76,0.5
21-02-2016,25.6,35.2,59,0
23-02-2016,24.8,30.4,63,1
01-03-2016,23,30.8,72,0.5
02-03-2016,24,31.4,70,0.5
06-03-2016,25.2,32.4,65,1
08-03-2016,24.2,33.2,58,0
10-03-2016,26,33,68,0
27-03-2016,26.4,32.4,75,0.5
07-04-2016,27.4,40,55,0
15-04-2016,28.6,39.4,68,0
26-04-2016,29.6,35.2,73,0
09-05-2016,28,36,70,3
10-05-2016,29.2,35.8,73,3
19-05-2016,26,32,81,8.5
25-05-2016,27.5,36.4,70,1.5
31-05-2016,27.2,36.4,65,3.5
06-06-2016,27.8,33,82,11.5
10-06-2016,28.2,36.4,69,13
21-06-2016,25.6,34.2,74,0.5
22-06-2016,28.6,34.4,70,1
27-06-2016,28.2,32,79,9
30-06-2016,28.6,33.8,75,2.5
04-07-2016,27.6,29,86,30.5
19-07-2016,26.8,31.8,83,6.5
05-08-2016,27.8,29.6,90,9
09-08-2016,26.7,30,90,15
11-08-2016,25.6,32,91,10.5
12-08-2016,27.4,32.6,84,6.5
04-06-2015,29,37,65,1.5
16-06-2015,27.6,33,84,9
18-06-2015,27.8,35,78,0.5
20-06-2015,27,33,86,5.5
21-06-2015,27,31,89,9.5
23-06-2015,27.2,31,83,1
24-06-2015,26.8,30,87,17.5
26-06-2015,26.8,31,88,17.5
27-06-2015,24.8,28.6,91,21.5
28-06-2015,25.4,30,93,21.5
01-07-2015,27,30,88,12
04-07-2015,26,36.4,76,8.5
06-07-2015,26,35,82,0.5
17-07-2015,26,32,89,36.5
18-07-2015,26,31.4,85,54
02-08-2015,25.8,29,92,29
03-08-2015,26,32.6,87,5
04-08-2015,27.4,34.6,79,1.5
09-08-2015,28,35.2,74,0
10-08-2015,28,35,76,5.5
15-08-2015,28,31,88,5
17-08-2015,28,33.4,84,13.5
26-08-2015,28,34.4,81,10
04-09-2015,28,34.2,80,1
18-09-2015,27,35.2,81,6
20-09-2015,27,29.2,91,9
28-10-2015,21.2,32,69,0
01-11-2015,23,30,81,0
08-11-2015,22,32,64,0
10-11-2015,20,31,67,0
23-11-2015,18,30,65,0
27-11-2015,19,30,71,0
02-12-2015,22,30,79,1.5
06-12-2015,19,29,78,0
11-12-2015,19.6,28,78,0
12-12-2015,20,30,79,0
13-12-2015,22,28,79,1.5
22-12-2015,16,23,71,0
28-12-2015,12.6,24.8,65,0
09-01-2016,18.6,28.2,70,0
27-01-2016,16,25,67,0.5
29-01-2016,18.2,26.4,65,0
15-02-2016,23,29.4,80,0
29-02-2016,23.2,30,76,1
21-03-2016,27.6,36.2,67,0
22-03-2016,26.6,34.6,55,0
04-04-2016,28.4,34.6,74,5
09-04-2016,28,38.6,67,0.5
10-04-2016,28.8,40.4,57,0
24-04-2016,28.2,40.2,59,0
03-05-2016,25.2,35.6,72,8
23-05-2016,25.8,34.8,84,2
18-06-2016,28,31.8,81,4.5
25-06-2016,29,35,69,1
26-06-2016,29.4,34.8,74,14
08-07-2016,26.6,30.4,82,10.5
10-07-2016,26.4,32,81,1.5
28-07-2016,27.4,33.8,77,0
01-08-2016,26.3,30.4,86,10
04-08-2016,27.4,29.8,87,3.5
14-08-2016,28.4,34.4,82,12
15-08-2016,28.2,33.8,83,13
20-08-2016,28.4,34.8,76,0
21-08-2016,26.2,29.9,90,54
27-04-2015,22.4,33,72,0.5
02-05-2015,25,35,72,0
07-05-2015,28,36,70,0
10-05-2015,29,37.2,76,0
12-05-2015,28.8,35,77,0.5
14-05-2015,27,38.2,66,0
16-05-2015,25,36,72,7
22-05-2015,29.6,38.6,72,0
29-05-2015,29,37,73,0
30-05-2015,29.4,37,70,0.5
02-07-2015,25,34,84,19
05-07-2015,26,32,89,6
11-07-2015,27.2,33.1,85,8.5
15-07-2015,26,34.6,89,26.5
27-07-2015,24.8,32,89,21.5
01-08-2015,25,27,96,25.5
07-08-2015,27.4,34.2,76,1.5
12-08-2015,28,32.4,83,5.5
18-08-2015,28,32,86,0
03-09-2015,24.6,34,83,1.5
10-09-2015,27.8,35,77,2.5
11-09-2015,27.4,33,81,3.5
15-09-2015,27.4,32,86,11
21-09-2015,27,32,89,7.5
30-09-2015,26.6,35,71,0
01-10-2015,27.6,35.4,78,0
03-10-2015,27,35,76,0.5
13-10-2015,25,32,82,1
26-10-2015,20.6,32,64,0
29-10-2015,22.2,31,70,0
03-11-2015,22.2,31,73,0
11-11-2015,20.8,30.4,65,0
12-11-2015,20,32,69,0
01-12-2015,23,32,74,0
14-12-2015,19,25.2,73,0
17-12-2015,12.2,23,73,0
19-12-2015,13.2,24,76,0
23-12-2015,15.4,25.4,69,0
04-01-2016,16.4,25.6,72,0
06-01-2016,15.8,25,74,0
12-01-2016,15.2,25,67,0
17-01-2016,17.4,26.2,66,0
20-01-2016,18.9,22.4,80,11.5
23-01-2016,13.8,21.6,71,0
09-02-2016,20.6,26.2,80,0.5
18-02-2016,23,33.4,68,0
26-02-2016,22,27.6,82,8.5
04-03-2016,24.4,33.6,66,0
05-03-2016,25,33.8,65,0
16-03-2016,24.8,33.2,60,0.5
17-03-2016,24.2,33.4,51,0
30-03-2016,27.2,33.4,74,0
11-04-2016,28.6,41.2,54,0.5
13-04-2016,28,39.2,51,0
14-04-2016,28.8,39.4,67,0
17-04-2016,28.6,38,74,0
18-04-2016,28.6,35.4,68,0
04-05-2016,25.4,33,64,2.5
05-05-2016,24.6,36,66,2
06-05-2016,25.8,37.2,66,0.5
24-05-2016,25.6,35.8,71,3
27-05-2016,29,35,73,0
30-05-2016,28,37,68,3
05-06-2016,28,32.2,82,2.5
17-12-2014,14,24,68,0
19-12-2014,14,25.9,70,0
21-12-2014,14,25.3,66,0
25-12-2014,13,25,64,0
29-12-2014,12,24.1,70,0
16-01-2015,15,26,69,0
22-01-2015,12.6,26.2,69,0
28-01-2015,16,27,71,0
12-02-2015,15,27.9,61,0
16-02-2015,18,30.5,75,4
18-02-2015,21,31.2,76,5
26-02-2015,22.8,34.3,68,0
05-03-2015,19.4,30,55,0.5
07-03-2015,18,29.7,57,0
14-03-2015,22.2,34.4,57,0
24-03-2015,23,35.4,62,3
28-03-2015,25,33,73,17
30-03-2015,22,34,75,1.5
01-04-2015,25,34,75,1.5
10-04-2015,25.8,37,61,0
21-04-2015,22,36.6,68,1
22-04-2015,25,35,74,1.5
09-05-2015,29,35.3,76,0
18-05-2015,25,36,77,0.5
26-05-2015,29,38,74,0
06-06-2015,29.6,38,69,0
14-06-2015,26,35,83,7.5
29-06-2015,25.4,34,84,5.5
12-07-2015,27,34,80,0
21-07-2015,26,34.6,87,10.5
22-07-2015,27,30,92,15
30-07-2015,26.8,34,88,101
05-08-2015,27,33.6,85,5
16-08-2015,27,30,89,9.5
19-08-2015,27.4,34,84,16
30-08-2015,28,33,84,18
12-09-2015,27,34.4,79,3.5
14-09-2015,28,33,79,3.5
25-09-2015,27,36,72,0
04-10-2015,26.8,35,71,0
06-10-2015,27.4,34.2,75,5
15-10-2015,24.8,32,79,0.5
16-10-2015,24.8,32,82,1
20-10-2015,25.2,32.6,78,0
17-11-2015,22,28.4,86,0
21-11-2015,20,30,69,0
07-12-2015,20.4,28,80,0
25-12-2015,15,23.2,63,0
07-01-2016,15.8,25.2,80,0
15-01-2016,15.6,26.8,69,0
22-01-2016,14.6,21.6,73,0
26-01-2016,13,24,64,0
07-02-2016,17.6,26.4,70,0
20-02-2016,24.8,35,59,0
09-03-2016,24.8,34.4,64,0
27-04-2016,29.4,36.8,71,0
01-05-2016,28.4,39.2,59,1.5
13-05-2016,28.4,36,70,6.5
16-05-2016,28.4,33.4,73,0
18-05-2016,28.3,35.6,69,1
28-05-2016,27.6,35.8,65,5
16-06-2016,28.8,34.8,79,8
17-06-2016,28,32.4,83,9
19-06-2016,27.8,34,73,6
16-08-2016,27.3,33,82,2.5
17-08-2016,26.6,27.4,94,14
18-08-2016,26.7,31.6,84,22.5
19-08-2016,27,33,88,2
04-09-2016,27.2,32.2,89,12.5
13-09-2016,27.6,32.8,82,6.5
15-09-2016,27.6,34.2,74,0
24-09-2016,27.2,32,81,7
02-10-2016,27.2,32.8,82,1.5
03-10-2016,27.2,34.4,75,0
07-10-2016,25.6,30,87,1
08-10-2016,27,30,89,8
15-10-2016,23.8,32.6,72,0
21-10-2016,24.2,32.6,65,0
16-11-2016,19.8,28.6,57,0
22-11-2016,19.2,27.8,71,0
10-12-2016,10.4,25,73,0
11-12-2016,15.6,25.4,70,0
18-12-2016,15.4,24.8,73,0
20-12-2016,16.8,25,72,0
22-12-2016,15.4,24.6,73,0
24-12-2016,17.2,25.6,81,0
29-12-2016,15.6,23.4,83,0
30-12-2016,16.6,24.6,79,0
01-01-2017,15.6,25.4,81,0
08-01-2017,14.6,26.2,66,0
09-01-2017,16.2,26.8,70,0
10-01-2017,17,23.4,68,0
21-01-2017,15.2,25.6,61,0
31-01-2017,16.4,27,74,0
12-02-2017,19.4,29.6,62,0
28-02-2017,22.1,31.2,56,0
02-03-2017,22.4,33.6,63,0
09-03-2017,20.6,25.8,90,5.5
12-03-2017,21.4,29.4,68,0
22-03-2017,23.6,32.4,75,0
01-04-2017,25.4,32.8,77,0
16-04-2017,26.8,32.4,69,2
19-04-2017,28.4,33.4,74,13.8
29-04-2017,28.6,36,73,0
02-06-2017,28.7,35,73,5
06-06-2017,28.6,37.2,66,2
28-06-2017,28,31.2,84,6.5
01-07-2017,27.8,33,87,22.3
09-07-2017,28,32.8,78,2.3
20-07-2017,26.6,29.2,91,42.5
21-07-2017,27.6,29.4,91,34.3
23-07-2017,25.4,27.2,95,62.8
25-07-2017,26,29,89,33
03-08-2017,26.6,31.2,88,34
27-08-2017,27.6,31.8,84,7
06-09-2017,28.4,34.6,76,0.5
07-09-2017,28.8,34.6,78,1.5
10-09-2017,29,33.4,77,3.5
26-09-2017,28.8,35.4,75,0.5
07-10-2017,26.6,29.6,87,31
12-10-2017,27.4,33,79,4
13-10-2017,27.4,33.4,79,1.5
16-10-2017,27,33.8,76,0
19-10-2017,26.3,29.8,86,28.3
28-10-2017,23.4,30.8,74,0
11-11-2017,20.6,30.2,68,0
20-11-2017,22.7,30.4,74,0
02-12-2017,16.6,26.6,73,0
31-08-2016,27.8,30.4,87,18
05-09-2016,26.6,31.6,90,7.5
10-09-2016,27.2,34,77,0
16-09-2016,27.8,32.4,84,3
18-09-2016,27.2,32.8,85,1
01-10-2016,27.2,33,80,2
14-10-2016,23.4,32.4,66,0
17-10-2016,24.6,32.8,77,0
18-10-2016,25.2,33.4,71,0
19-10-2016,25.2,33.2,74,0
30-10-2016,24.8,30.2,81,0
31-10-2016,25.6,32,82,0.5
17-11-2016,18,27.8,57,0
19-11-2016,18.4,28.2,62,0
24-11-2016,18.8,28,72,0
26-11-2016,19,28,75,0
12-12-2016,15.6,26.2,69,0
21-12-2016,15.4,25,69,0
25-01-2017,16.2,27.4,69,0
02-02-2017,17.6,25.4,73,0
07-02-2017,18.4,28.8,65,0
15-02-2017,20.3,29.4,61,0
19-02-2017,22,30,75,0
27-02-2017,19.6,31.2,59,0
05-03-2017,24.2,31,79,1.5
19-03-2017,23.6,32.8,63,23
25-03-2017,26.2,34,73,0
04-04-2017,27.6,32.6,77,0
06-04-2017,27.2,31.2,80,0
20-04-2017,25.2,34,71,0.8
23-04-2017,26.4,33.6,75,9
28-04-2017,28.8,36.8,74,2
02-05-2017,24.4,34.6,69,0.5
18-05-2017,26.6,36,71,5.3
23-05-2017,28.1,36.8,71,1.5
24-05-2017,30.2,36.4,74,0
31-05-2017,27.4,35.5,76,13
08-06-2017,28.8,35.8,74,5
09-06-2017,28.6,35.2,75,14
24-06-2017,26,31,88,11.8
25-06-2017,27.3,33,85,4.3
30-06-2017,27.6,32.8,84,5.3
03-07-2017,27,32,88,47.3
12-07-2017,26.4,29.8,90,18
13-07-2017,27.2,31,86,22.5
16-07-2017,28,34.4,74,7.3
17-07-2017,28.6,33.2,75,2.5
02-08-2017,27.9,34,86,14
05-08-2017,27.4,32.8,88,18.3
10-08-2017,27.4,32.6,83,24.5
18-08-2017,28,31.2,80,3.5
01-09-2017,25.6,30.4,92,38.8
05-09-2017,26.6,33.2,86,2.3
17-09-2017,28.4,33,80,8.3
18-09-2017,26,32.6,85,23.5
01-10-2017,25.8,29,93,64.3
03-10-2017,27.5,30,85,15.8
15-10-2017,27,34.4,79,0
05-11-2017,23.8,31.8,72,1
28-11-2017,16.8,27,63,0
29-11-2017,16.4,27.2,68,0
06-12-2017,16.2,26,73,0
08-12-2017,20.8,24,76,19.5
18-12-2017,16.6,23.8,76,0
03-07-2016,26.8,28.3,93,10.5
11-07-2016,27,31.6,85,16
06-08-2016,26.4,28.4,92,35.5
07-08-2016,26.4,28.4,93,9
25-08-2016,27.2,32.8,86,6
17-09-2016,27.8,30.4,88,12.5
22-09-2016,27.9,32,83,9
26-09-2016,27.2,30.6,83,4
